Région,Préfecture,Sous-préfecture,Nom de l'Établissement,Nombre total de personnes ,Public ou privé?,Partenaire responsable de la formation,Date de la formation,Durée de la formation (jours),Type de formation,Nombre de personnes formées,Region p-code,Prefecture p-code,Subprefecture p-code
Kindia,Forecariah,Kaback,Matakan,,public,ACF,,,WASH,,GIN005,GIN005003,GIN00500305
Kindia,Forecariah,Kaback,Yétiya,,public,ACF,,,WASH,,GIN005,GIN005003,GIN00500305
Kindia,Forecariah,Kakossa,Manéah,,public,ACF,,,WASH,,GIN005,GIN005003,GIN00500306
Kindia,Forecariah,Kakossa,Menyire,,public,ACF,,,WASH,,GIN005,GIN005003,GIN00500306
Kindia,Forecariah,Kaliah,Bérika,,public,ACF,,,WASH,,GIN005,GIN005003,GIN00500307
Kindia,Forecariah,Kaliah,Kolagbéli,,public,ACF,,,WASH,,GIN005,GIN005003,GIN00500307
Kindia,Forecariah,Kaliah,Sinkinet,,public,ACF,,,WASH,,GIN005,GIN005003,GIN00500307
Kindia,Forecariah,Kaliah,Tanah,,public,ACF,,,WASH,,GIN005,GIN005003,GIN00500307
Kindia,Forecariah,Maferinya,Centre de Santé Maferinya,,public,ACF,,,WASH,,GIN005,GIN005003,GIN00500308
Kindia,Forecariah,Maferinya,Fandié,,public,ACF,,,WASH,,GIN005,GIN005003,GIN00500308
Kindia,Forecariah,Maferinya,Gbéréiré Bafila,,public,ACF,,,WASH,,GIN005,GIN005003,GIN00500308
Kindia,Forecariah,Maferinya,Koket,,public,ACF,,,WASH,,GIN005,GIN005003,GIN00500308
Kindia,Forecariah,Maferinya,Madinagbé,,public,ACF,,,WASH,,GIN005,GIN005003,GIN00500308
Kindia,Forecariah,Maferinya,Maleah,,public,ACF,,,WASH,,GIN005,GIN005003,GIN00500308
Kindia,Forecariah,Maferinya,Moribayah,,public,ACF,,,WASH,,GIN005,GIN005003,GIN00500308
Kindia,Forecariah,Moussayah,Centre de Santé Moussayah,,public,ACF,,,WASH,,GIN005,GIN005003,GIN00500309
Kindia,Forecariah,Moussayah,Dembaya,,public,ACF,,,WASH,,GIN005,GIN005003,GIN00500309
Kindia,Forecariah,Moussayah,Kamalayah,,public,ACF,,,WASH,,GIN005,GIN005003,GIN00500309
Kindia,Forecariah,Moussayah,Layah,,public,ACF,,,WASH,,GIN005,GIN005003,GIN00500309
Kindia,Forecariah,Moussayah,Sineyah,,public,ACF,,,WASH,,GIN005,GIN005003,GIN00500309
Kindia,Forecariah,Moussayah,Tassein,,public,ACF,,,WASH,,GIN005,GIN005003,GIN00500309
Kindia,Forecariah,Sikhourou,Centre de Santé Sikhourou,,public,ACF,,,WASH,,GIN005,GIN005003,GIN00500310
Kindia,Forecariah,Sikhourou,Daffira,,public,ACF,,,WASH,,GIN005,GIN005003,GIN00500310
Kindia,Forecariah,Sikhourou,Dallonyah,,public,ACF,,,WASH,,GIN005,GIN005003,GIN00500310
Kindia,Forecariah,Sikhourou,Dégui-Dégui,,public,ACF,,,WASH,,GIN005,GIN005003,GIN00500310
Labe,Labe,Dalein,Dalein Centre de Santé,,public,ACF,,,PCI Ebola,,GIN006,GIN006002,GIN00600201
Labe,Labe,Dalein,Dalein Centre de Santé,,public,ACF,,,WASH,,GIN006,GIN006002,GIN00600201
Labe,Labe,Dalein,Ndantawi,,public,ACF,,,PCI Ebola,,GIN006,GIN006002,GIN00600201
Labe,Labe,Dalein,Sarékaly,,public,ACF,,,PCI Ebola,,GIN006,GIN006002,GIN00600201
Labe,Labe,Daralabe,"Cantre de Santé Dara-Labe, Kassagui",,public,ACF,,,PCI Ebola,,GIN006,GIN006002,GIN00600202
Labe,Labe,Daralabe,Darakehioun,,public,ACF,,,PCI Ebola,,GIN006,GIN006002,GIN00600202
Labe,Labe,Daralabe,Daralabé Centre de Santé,,public,ACF,,,PCI Ebola,,GIN006,GIN006002,GIN00600202
Labe,Labe,Daralabe,Daralabé Centre de Santé,,public,ACF,,,WASH,,GIN006,GIN006002,GIN00600202
Labe,Labe,Daralabe,Kokoulo,,public,ACF,,,PCI Ebola,,GIN006,GIN006002,GIN00600202
Labe,Labe,Diari,Diari Centre de Santé,,public,ACF,,,PCI Ebola,,GIN006,GIN006002,GIN00600203
Labe,Labe,Diari,Diari Centre de Santé,,public,ACF,,,WASH,,GIN006,GIN006002,GIN00600203
Labe,Labe,Diari,Donta,,public,ACF,,,PCI Ebola,,GIN006,GIN006002,GIN00600203
Labe,Labe,Diari,k. Maoudé,,public,ACF,,,PCI Ebola,,GIN006,GIN006002,GIN00600203
Labe,Labe,Diari,k.Tokossèrè,,public,ACF,,,PCI Ebola,,GIN006,GIN006002,GIN00600203
Labe,Labe,Dionfo,Dionfo Centre de Santé,,public,ACF,,,PCI Ebola,,GIN006,GIN006002,GIN00600204
Labe,Labe,Dionfo,Dionfo Centre de Santé,,public,ACF,,,WASH,,GIN006,GIN006002,GIN00600204
Labe,Labe,Dionfo,Sengouma,,public,ACF,,,PCI Ebola,,GIN006,GIN006002,GIN00600204
Labe,Labe,Dionfo,Tarambaly,,public,ACF,,,PCI Ebola,,GIN006,GIN006002,GIN00600204
Labe,Labe,Garambe,Garambé Centre de Santé,,public,ACF,,,PCI Ebola,,GIN006,GIN006002,GIN00600205
Labe,Labe,Garambe,Garambé Centre de Santé,,public,ACF,,,WASH,,GIN006,GIN006002,GIN00600205
Labe,Labe,Garambe,Labé Dheppèrè,,public,ACF,,,PCI Ebola,,GIN006,GIN006002,GIN00600205
Labe,Labe,Garambe,Ndounsy,,public,ACF,,,PCI Ebola,,GIN006,GIN006002,GIN00600205
Labe,Labe,Hafia,Afia,,public,ACF,,,PCI Ebola,,GIN006,GIN006002,GIN00600206
Labe,Labe,Hafia,Afia,,public,ACF,,,WASH,,GIN006,GIN006002,GIN00600206
Labe,Labe,Hafia,Bagnan,,public,ACF,,,PCI Ebola,,GIN006,GIN006002,GIN00600206
Labe,Labe,Hafia,Hansaghèrè ((en chantier)),,public,ACF,,,PCI Ebola,,GIN006,GIN006002,GIN00600206
Labe,Labe,Hafia,Sempeten,,public,ACF,,,PCI Ebola,,GIN006,GIN006002,GIN00600206
Labe,Labe,Kaalan,Kalan Centre de Santé,,public,ACF,,,PCI Ebola,,GIN006,GIN006002,GIN00600207
Labe,Labe,Kaalan,Kalan Centre de Santé,,public,ACF,,,WASH,,GIN006,GIN006002,GIN00600207
Labe,Labe,Kaalan,Missidé -Tiga,,public,ACF,,,PCI Ebola,,GIN006,GIN006002,GIN00600207
Labe,Labe,Kaalan,Tounory,,public,ACF,,,PCI Ebola,,GIN006,GIN006002,GIN00600207
Labe,Labe,Kouramangui,Kouramangui Cité Centre de Santé,,public,ACF,,,PCI Ebola,,GIN006,GIN006002,GIN00600208
Labe,Labe,Kouramangui,Kouramangui Cité Centre de Santé,,public,ACF,,,WASH,,GIN006,GIN006002,GIN00600208
Labe,Labe,Labe Ctre,Centre de Santé Bowounloko,,public,ACF,,,PCI Ebola,,GIN006,GIN006002,GIN00600209
Labe,Labe,Labe Ctre,Centre de Santé Bowounloko,,public,ACF,,,WASH,,GIN006,GIN006002,GIN00600209
Labe,Labe,Labe Ctre,Centre de Santé Daka,,public,ACF,,,PCI Ebola,,GIN006,GIN006002,GIN00600209
Labe,Labe,Labe Ctre,Centre de Santé Daka,,public,ACF,,,WASH,,GIN006,GIN006002,GIN00600209
Labe,Labe,Labe Ctre,Centre de Santé Fafabhè,,public,ACF,,,PCI Ebola,,GIN006,GIN006002,GIN00600209
Labe,Labe,Labe Ctre,Centre de Santé Fafabhè,,public,ACF,,,WASH,,GIN006,GIN006002,GIN00600209
Labe,Labe,Labe Ctre,Centre de Santé Ley-Saré,,public,ACF,,,PCI Ebola,,GIN006,GIN006002,GIN00600209
Labe,Labe,Labe Ctre,Centre de Santé Ley-Saré,,public,ACF,,,WASH,,GIN006,GIN006002,GIN00600209
Labe,Labe,Labe Ctre,Fadi,,public,ACF,,,PCI Ebola,,GIN006,GIN006002,GIN00600209
Labe,Labe,Labe Ctre,Hopital Régional Labe,,public,ACF,,,PCI Ebola,,GIN006,GIN006002,GIN00600209
Labe,Labe,Labe Ctre,Koulidara,,public,ACF,,,PCI Ebola,,GIN006,GIN006002,GIN00600209
Labe,Labe,Labe Ctre,Lombonna,,public,ACF,,,PCI Ebola,,GIN006,GIN006002,GIN00600209
Labe,Labe,Labe Ctre,Lombonna,,public,ACF,,,WASH,,GIN006,GIN006002,GIN00600209
Labe,Labe,Labe Ctre,Pellel Centre de Santé,,public,ACF,,,PCI Ebola,,GIN006,GIN006002,GIN00600209
Labe,Labe,Labe Ctre,Pellel Centre de Santé,,public,ACF,,,WASH,,GIN006,GIN006002,GIN00600209
Labe,Labe,Noussy,Diawoya,,public,ACF,,,PCI Ebola,,GIN006,GIN006002,GIN00600210
Labe,Labe,Noussy,Noussy Centre de Santé,,public,ACF,,,PCI Ebola,,GIN006,GIN006002,GIN00600210
Labe,Labe,Noussy,Noussy Centre de Santé,,public,ACF,,,WASH,,GIN006,GIN006002,GIN00600210
Labe,Labe,Popodara,"Centre de Santé Popodara, Hamdallaye",,public,ACF,,,PCI Ebola,,GIN006,GIN006002,GIN00600211
Labe,Labe,Popodara,Douka Seleyabhe,,public,ACF,,,PCI Ebola,,GIN006,GIN006002,GIN00600211
Labe,Labe,Popodara,Nadhel,,public,ACF,,,PCI Ebola,,GIN006,GIN006002,GIN00600211
Labe,Labe,Popodara,Popodara,,public,ACF,,,PCI Ebola,,GIN006,GIN006002,GIN00600211
Labe,Labe,Popodara,Popodara,,public,ACF,,,WASH,,GIN006,GIN006002,GIN00600211
Labe,Labe,Popodara,Sala,,public,ACF,,,PCI Ebola,,GIN006,GIN006002,GIN00600211
Labe,Labe,Popodara,Satina,,public,ACF,,,PCI Ebola,,GIN006,GIN006002,GIN00600211
Labe,Labe,Popodara,Serima,,public,ACF,,,PCI Ebola,,GIN006,GIN006002,GIN00600211
Labe,Labe,Sannou,Diogoma,,public,ACF,,,PCI Ebola,,GIN006,GIN006002,GIN00600212
Labe,Labe,Sannou,Hamdallaye,,public,ACF,,,PCI Ebola,,GIN006,GIN006002,GIN00600212
Labe,Labe,Sannou,Sannou Centre de Santé,,public,ACF,,,PCI Ebola,,GIN006,GIN006002,GIN00600212
Labe,Labe,Sannou,Sannou Centre de Santé,,public,ACF,,,WASH,,GIN006,GIN006002,GIN00600212
Labe,Labe,Tountourou,Nhagnaka,,public,ACF,,,PCI Ebola,,GIN006,GIN006002,GIN00600213
Labe,Labe,Tountourou,Nhagnaka,,public,ACF,,,WASH,,GIN006,GIN006002,GIN00600213
Labe,Labe,Tountourou,Tountouroun Centre de Santé,,public,ACF,,,PCI Ebola,,GIN006,GIN006002,GIN00600213
Labe,Labe,Tountourou,Tôlon,,public,ACF,,,PCI Ebola,,GIN006,GIN006002,GIN00600213
