#adm1+code,#adm2+code,#adm3+code,#geo+lat,#geo+lon,#loc+name
GIN005,GIN005001,GIN00500103,9.67145,13.52683,Clinique wendou chez dr Diallo
GIN005,GIN005002,GIN00500202,9.7911,13.51828,DISPENSAIRE D ORPHELINAT
GIN005,GIN005002,GIN00500202,9.6895,13.53937,CABINET MEDICO-SOCIOTABATIERE ANATOMIQUE
GIN005,GIN005002,GIN00500202,9.71397,13.50037,CABINET DE SOINS MEDICO-MODERNE
GIN005,GIN005002,GIN00500202,9.70527,13.51206,CENTRE DE SOINS MEDICAUX TRADISPIRITUELS
GIN005,GIN005002,GIN00500202,9.78658,13.48705,CABINET MEDICAL ESPOIR
GIN005,GIN005005,GIN00500511,10.71684,13.2255,PS
GIN004,GIN004001,GIN00400105,10.38462,9.29504,CABINET MEDICAL METEO (KALIMA)
GIN004,GIN004001,GIN00400105,10.38177,9.32174,ETABLISSEMENT DE SOINS HEREMAKONO 2
GIN002,GIN002001,GIN00200105,9.57653,13.64114,CENTRE MEDICAL SOCIAL YOUGOUTOH
GIN002,GIN002001,GIN00200105,9.57653,13.64114,CENTRE MEDICAL BALKAN
GIN002,GIN002001,GIN00200105,9.58281,13.62827,CABINET DE SOIN JIN RIAMO
GIN002,GIN002001,GIN00200105,9.66225,13.59647,CABINET MEDICAL LA GRACE
GIN002,GIN002001,GIN00200105,9.59984,13.6162,CENTRE MEDICAL AMIRA
GIN002,GIN002001,GIN00200105,9.64261,13.6055,CM ESPERANCE SANTE
GIN002,GIN002001,GIN00200105,9.68182,13.57096,Cabinet de soins privé
GIN002,GIN002001,GIN00200105,9.64115,13.58907,Cabinet Social medical Wanidara III
GIN002,GIN002001,GIN00200105,9.67633,13.54753,ETABLISSEMENT DE SOINT MARTIN HAFIA I
GIN002,GIN002001,GIN00200105,9.6668,13.56615,CENTRE DE SANTE DE KALIMA SECTEUR 3
GIN002,GIN002001,GIN00200105,9.6668,13.56615,ONG MEDIO SOCIALE LA PITIE SECT ECOLE JA
GIN002,GIN002001,GIN00200105,9.6668,13.56615,CENTRE MEDICAL LES CHESUBANS SECTEUR 2
GIN002,GIN002001,GIN00200104,9.61849,13.59238,centre medical secteur 9
GIN002,GIN002001,GIN00200104,9.62761,13.58157,cabinet medical chez dr camara
GIN002,GIN002001,GIN00200104,9.57948,13.61732,CABINET MEDICAL LANAYA
GIN002,GIN002001,GIN00200104,9.57948,13.61732,CABINET DE SOINS PRIMAIRE TOURE
GIN002,GIN002001,GIN00200104,9.57261,13.63272,CABINET DE SOIN DR ABDOURAMANE
GIN002,GIN002001,GIN00200104,9.57261,13.63272,CABINET MEDICAL T1
GIN002,GIN002001,GIN00200104,9.60188,13.59966,CABI?ET MEDICAL AUNE CP
GIN002,GIN002001,GIN00200104,9.59785,13.6062,CENTRE MEDICO PEBOGOGIQUE S CO MAROUANA
GIN002,GIN002001,GIN00200104,9.59785,13.6062,CABINET  OPHTALMOGIQUE DR HADIATOU SYLLA
GIN002,GIN002001,GIN00200104,9.57386,13.62838,CABINET DE SOINS SAINT ANDRE
GIN002,GIN002001,GIN00200104,9.57386,13.62838,ONG AMIE ES
GIN002,GIN002001,GIN00200104,9.57386,13.62838,ONG GROUPE ASSOCIATIF
GIN002,GIN002001,GIN00200104,9.57386,13.62838,ONG CABINET DE SOINS
GIN002,GIN002001,GIN00200104,9.56835,13.63286,CLINIQUE MEDICO SOCIALE
GIN002,GIN002001,GIN00200104,9.64703,13.55113,MARTHYRS PLUS SECT LOTISSEMENT
GIN002,GIN002001,GIN00200104,9.58041,13.62559,CLINIQUE PRIVEE DR LOUA
GIN002,GIN002001,GIN00200104,9.59062,13.60025,CLINIQUE DR FRANCOIS
GIN002,GIN002001,GIN00200104,9.59062,13.60025,SANTE VERS TOUS
GIN002,GIN002001,GIN00200104,9.56736,13.64235,CENTRE MEDICAL FATOU CAMARA
GIN002,GIN002001,GIN00200104,9.5655,13.64558,CABINET MEDICAL MARIAME
GIN002,GIN002001,GIN00200104,9.5655,13.64558,CABINET DE SOINS M;MAH SOUMAH
GIN002,GIN002001,GIN00200104,9.5655,13.64558,CABINET DE SOINS AMSONG
GIN002,GIN002001,GIN00200104,9.57761,13.63488,GODERICH 2
GIN002,GIN002001,GIN00200104,9.57761,13.63488,CABINET MEDICALE PRIVE BARRY
GIN002,GIN002001,GIN00200104,9.57593,13.62932,CABINET MEDICAL GBESSIA ECOLE
GIN002,GIN002001,GIN00200104,9.56168,13.63462,CABINET MEDICAL DABONDY I
GIN002,GIN002001,GIN00200104,9.56168,13.63462,CLINIQUE MASSARAN CAMARA
GIN002,GIN002001,GIN00200104,9.56442,13.62894,CLINIQUE ZOWOLIE YAKPO
GIN002,GIN002001,GIN00200104,9.53472,13.64346,CABINET MEDICALE LA SANTE DABORD
GIN002,GIN002001,GIN00200104,9.53472,13.64346,CABINET DES SOINS PRIMAIRES
GIN002,GIN002001,GIN00200104,9.53472,13.64346,CABINET MEDICALE DE ELHADJ DEMBA CONDE
GIN002,GIN002001,GIN00200104,9.53472,13.64346,ONG JEBAGUI LUTTE CONTRE LE SIDA
GIN002,GIN002001,GIN00200104,9.55412,13.63412,CABINET DE SOINS ET DE PETITE CHIRURGIE
GIN002,GIN002001,GIN00200104,9.55412,13.63412,CABINET MEDICALE DECIDE
GIN002,GIN002001,GIN00200104,9.6675,13.52485,CENTRE MEDICAL LANSANAYA
GIN002,GIN002001,GIN00200104,9.6314,13.5707,ONG ASSOCIATION APPEL ISLAMIQUE
GIN002,GIN002001,GIN00200104,9.65265,13.55877,CABINET DE SOINS GENICO CHIRURGIE
GIN002,GIN002001,GIN00200104,9.60292,13.61031,CABINET MEDICALE DENTEC COSA
GIN002,GIN002001,GIN00200103,9.55252,13.64678,CABINET PRIVE DR MARCEL LENO
GIN002,GIN002001,GIN00200103,9.55252,13.64678,CABINET PRIVE KERFALA KEPINE BANGOURA
GIN002,GIN002001,GIN00200103,9.55252,13.64678,CABINET PRIVE DR MORIBA
GIN002,GIN002001,GIN00200103,9.53914,13.67012,CABINET MEDICO SOCIAL MAFANCO
GIN002,GIN002001,GIN00200103,9.56224,13.6475,CABINET MEDICAL DR CELLOU CARIERE CITE
GIN002,GIN002001,GIN00200103,9.56224,13.6475,CABINET DE SOINS CARIERE CITE PRES DE PA
GIN002,GIN002001,GIN00200103,9.54219,13.6665,CLINIQUE DR HAIDARA CHERIF ABOUBACAR
GIN002,GIN002001,GIN00200103,9.55737,13.6373,CENTRE DE NUTITION ONG FASNA
GIN002,GIN002001,GIN00200103,9.55737,13.6373,DISPENSAIRE DU PORT
GIN002,GIN002001,GIN00200103,9.53252,13.67898,ASSOCIATION DES TECHNICIENS ET PROTENSIS
GIN002,GIN002001,GIN00200103,9.52872,13.68546,CABINET DENTAIRE
GIN002,GIN002001,GIN00200103,9.55917,13.64572,CABINET HADJA GUINET MANGUEE
GIN002,GIN002001,GIN00200103,9.55697,13.64774,ONG D'ASSISTANCE MEDICAL ET SANITAIRE GA
GIN002,GIN002001,GIN00200103,9.54447,13.66507,CLINIQUE SAA (AJAM)
GIN002,GIN002001,GIN00200103,9.55851,13.64119,CLINIQUE CHINOISE MEDICO CHIRURGICALE
GIN002,GIN002001,GIN00200103,9.55851,13.64119,CABINET DE SOINS DR KOUROUMA SEKOU
GIN002,GIN002001,GIN00200103,9.54647,13.65662,CENTRE MEDICALPERNANY
GIN002,GIN002001,GIN00200102,9.51468,13.70387,Infirmerie EDG Electricite de Guinee
GIN002,GIN002001,GIN00200101,9.55414,13.66448,Cabinet Medical Kamelia
GIN002,GIN002001,GIN00200101,9.55414,13.66448,Centre Medical M.P.T
GIN002,GIN002001,GIN00200101,9.55769,13.66494,Centre Medical Carréfour Celibataire
GIN002,GIN002001,GIN00200101,9.55769,13.66494,Centre Medical Feu Dr charles Soumah
GIN002,GIN002001,GIN00200101,9.55931,13.65761,CABINET DE SOINS
GIN001,GIN001003,GIN00100303,10.3729,13.58218,CABINET DE SOINS MEDICAAUX LE CARREFOUR
GIN001,GIN001003,GIN00100303,10.36291,13.58582,CABINET DE SOINS MEDICAUX HADJA OUMOU BA
GIN008,GIN008002,GIN00800210,8.66096,10.21548,centre de soin pvivee de kindia
GIN008,GIN008002,GIN00800207,8.50391,10.30306,Etablissement des Soins Tomandou
GIN008,GIN008002,GIN00800203,8.56889,10.12945,etablissement des soins
GIN008,GIN008003,GIN00800307,7.83862,8.47816,ES DE GOH
GIN008,GIN008005,GIN00800510,8.07506,8.74547,Poste de santé de Zénémouda
GIN008,GIN008005,GIN00800506,7.762,8.8043,ETABLISSEMENT DE SOINS  DE HOROYA
GIN007,GIN007001,GIN00700106,10.95056,12.31103,CENTRE DE SANTE DE DIOURIYA CENTRE
GIN007,GIN007001,GIN00700105,11.16235,11.94944,POSTE DE SANTE DE TIORO
GIN007,GIN007001,GIN00700102,10.69234,12.25194,CENTRE DE SANTE
GIN007,GIN007002,GIN00700211,10.18691,11.84231,Poste de santé de Berteya
GIN007,GIN007002,GIN00700211,10.20202,12.06154,Poste de santé Kenten
GIN007,GIN007002,GIN00700204,10.34961,11.70566,Poste de Santé de Hafia
GIN007,GIN007002,GIN00700202,10.46713,11.90714,POSTE DE SANTE DE ALPHAYA
GIN007,GIN007003,GIN00700301,11.07653,12.24339,POSTE DE SANTE LABHA GADHA
GIN007,GIN007003,GIN00700301,11.11047,12.30181,CENTRE DE SANTE DE BANTIGHEL
GIN006,GIN006002,GIN00600203,11.3525,12.45809,Poste de santé Koula Mawndè
GIN006,GIN006004,GIN00600408,11.8919,12.70587,Poste de sante de Bounaya centre
GIN005,GIN005002,GIN00500202,9.788,13.52438,CENTRE DELEPROGERIE DE MEKONPO
GIN005,GIN005004,GIN00500406,9.87971,12.44736,INFIRMERIE MOLITAIRE MADINA OULA
GIN005,GIN005004,GIN00500406,10.02403,12.20696,POSTE DE SANTE WASSOU
GIN005,GIN005004,GIN00500405,10.19258,12.73862,Poste de santé de Saidouya
GIN005,GIN005004,GIN00500402,9.99777,12.9057,INFIRMERIE UNIVERSITAIRE DE KINDIA FOULA
GIN005,GIN005005,GIN00500511,10.62054,13.14436,PS KAÏLONDJI
GIN005,GIN005005,GIN00500510,10.70743,12.97156,cs sinta centre
GIN005,GIN005005,GIN00500501,11.07002,12.89991,CS BOUROU-WAL
GIN004,GIN004001,GIN00400105,10.38425,9.28237,LTO
GIN003,GIN003001,GIN00300109,10.58354,11.07982,POSTE DE SANTE SEMBAKOUNYA
GIN003,GIN003004,GIN00300406,9.2452,9.85099,Poste de santé Dondian
GIN002,GIN002001,GIN00200105,9.59984,13.6162,CENTRE MEDICO SOCIAL KOLOMA II
GIN002,GIN002001,GIN00200105,9.59984,13.6162,CENTRE DE SANTE DOCTEUR LOUA
GIN002,GIN002001,GIN00200103,9.55697,13.64774,MEDICINE DE TRAVAIL
GIN002,GIN002001,GIN00200102,9.51428,13.70201,Infirmerie du Camp Samory
GIN001,GIN001005,GIN00100503,12.48489,13.29886,INFIRMERIE DU CAMP
GIN008,GIN008003,GIN00800307,7.79761,8.53057,PS CATHOLIQUE
GIN008,GIN008003,GIN00800302,8.34475,8.45527,Ps de Faboridou
GIN008,GIN008004,GIN00800406,8.54574,8.97553,POSTE DE SANTE DE BANKO
GIN008,GIN008004,GIN00800406,8.44506,9.13618,POSTE DE SANTE CAMP REFUGIE
GIN007,GIN007001,GIN00700105,11.08149,11.99636,POSTE DE SANTE GOBIRE
GIN007,GIN007001,GIN00700101,11.05035,12.10831,Poste de santé Diaoubhé
GIN007,GIN007002,GIN00700209,10.66683,12.02636,POSTE DE SANTE NDIARE CENTRE
GIN007,GIN007002,GIN00700207,10.81943,11.80581,Poste de santé Kolla
GIN007,GIN007002,GIN00700201,10.57271,12.23236,Poste de Santé Bawo Fello
GIN007,GIN007002,GIN00700201,10.56019,12.26867,Poste de Santé Toubbou
GIN006,GIN006003,GIN00600311,11.5974,12.68753,POSTE DE SANTE
GIN006,GIN006004,GIN00600412,12.29199,12.26147,Poste de Santé de Towaledhé
GIN006,GIN006004,GIN00600411,11.82195,12.02276,Poste de santé Dares salam centre
GIN006,GIN006004,GIN00600411,11.82195,12.02276,Poste de santé Diamiou bhawo bowa
GIN004,GIN004001,GIN00400112,10.14023,9.28108,POSTE DE SANTE DE BORIA
GIN004,GIN004001,GIN00400109,10.39204,8.9827,Poste de santé Djimbala
GIN004,GIN004001,GIN00400109,10.32895,8.90169,Poste de santé Kignèba
GIN004,GIN004001,GIN00400108,9.54692,9.16466,Poste de santé de Fankono
GIN004,GIN004001,GIN00400103,9.52155,8.52818,POSTE DE SANTE KOSSA
GIN004,GIN004001,GIN00400101,10.5391,9.14403,Poste de santé de Koba
GIN004,GIN004001,GIN00400101,10.57852,9.19536,Poste de santé Loba
GIN004,GIN004001,GIN00400101,10.40886,9.21767,Poste de santé Sanfina
GIN004,GIN004004,GIN00400411,10.31336,8.31213,POSTE DE SANTE OURADA
GIN003,GIN003001,GIN00300103,10.96439,11.00723,POSTE DE SANTE KAMBAYA
GIN003,GIN003003,GIN00300306,9.08111,10.49397,PS FRANKOUNA CENTRE
GIN001,GIN001004,GIN00100408,11.41355,13.70734,POSTE DE SANTE DE MAOUBA ECOLE
GIN001,GIN001005,GIN00100506,12.18249,12.84044, 
GIN007,GIN007001,GIN00700105,11.11023,11.92187,POSTE DE SANTE KOUFA
GIN005,GIN005001,GIN00500103,9.67145,13.52683,Centre médical de lansanaya Barrage
GIN005,GIN005001,GIN00500101,9.69983,13.40939,CLINIQUE FLEMINGUE CENTRE
GIN005,GIN005002,GIN00500202,9.68452,13.53132,CENTRE MEDICAL SAINT ANDRE
GIN005,GIN005004,GIN00500401,10.39962,13.03367,Poste de sante prive Campement
GIN004,GIN004005,GIN00400513,11.75566,10.10913,Poste de santé Léro
GIN003,GIN003001,GIN00300108,10.68434,10.86,POSTE DE SANTE DE KONINDOU II
GIN003,GIN003002,GIN00300204,11.17699,10.42445,POSTE DE SANTEE DE LANKON
GIN003,GIN003002,GIN00300203,12.06658,10.84627,Poste de santé de Soubékindi
GIN003,GIN003004,GIN00300404,9.14655,10.01031,Poste de santé Polodou
GIN001,GIN001001,GIN00100108,10.38913,14.44482,Poste de santé privée de Kinfinda
GIN008,GIN008001,GIN00800113,9.0236,8.20978,PS Konela
GIN008,GIN008001,GIN00800112,9.04413,8.663,P.S Sinédou centre
GIN008,GIN008001,GIN00800111,8.59789,8.84279,P.S Moribadou
GIN008,GIN008001,GIN00800110,8.87864,8.66405,SP FAMOILA CENTRE
GIN008,GIN008001,GIN00800109,9.2788,7.96496,Poste de santé de Togobala
GIN008,GIN008001,GIN00800108,9.27242,8.41293,POSTE DE SANTE DE WORO CENTRE
GIN008,GIN008001,GIN00800107,8.62066,8.02441,P.S Djiffa
GIN008,GIN008001,GIN00800107,8.68921,7.98259,P.S Blangba
GIN008,GIN008001,GIN00800107,8.54018,7.83546,Poste de santé de Fonodou
GIN008,GIN008001,GIN00800107,8.75272,8.08552,C.S Gbessoba
GIN008,GIN008001,GIN00800107,8.83051,7.9953,P.S Tinkoro
GIN008,GIN008001,GIN00800106,8.70852,8.45134,P.S Djakafomodou
GIN008,GIN008001,GIN00800106,8.82426,8.39844,P.S Fouaro
GIN008,GIN008001,GIN00800106,8.79143,8.39532,P.S de Moridou
GIN008,GIN008001,GIN00800105,9.03819,8.41232,SP KAMALA I
GIN008,GIN008001,GIN00800104,9.09765,8.44153,P.S Tangodou
GIN008,GIN008001,GIN00800104,9.09765,8.44153,P.S Thiewa
GIN008,GIN008001,GIN00800103,8.63892,8.52089,C.S Diarraguerela
GIN008,GIN008001,GIN00800103,8.64787,8.42844,P.S de Féréboridou
GIN008,GIN008001,GIN00800102,8.35966,8.71249,C S DE BOOLA I
GIN008,GIN008001,GIN00800102,8.25894,8.61623,PS DE SIBAMOU
GIN008,GIN008001,GIN00800101,8.69528,8.64569,PS Doukourela
GIN008,GIN008001,GIN00800101,8.55881,8.59791,PS Dabadou
GIN008,GIN008001,GIN00800101,8.55881,8.59791,PS Diakoro
GIN008,GIN008002,GIN00800210,8.71756,10.2135,POSTE DE SANTE KOUNKORO
GIN008,GIN008002,GIN00800210,8.61342,10.25804,poste  de sante de mongo
GIN008,GIN008002,GIN00800210,8.59648,10.19372,poste de sante
GIN008,GIN008002,GIN00800210,8.80736,10.19514,poste de sante
GIN008,GIN008002,GIN00800210,8.52649,10.23545,poste de sante teldou
GIN008,GIN008002,GIN00800210,8.75654,10.2,poste de sante de bandalokilaka
GIN008,GIN008002,GIN00800209,8.56869,10.03076,POSTE DE SANTE BAWA
GIN008,GIN008002,GIN00800209,8.56774,9.87186,POSTE DE SANTE
GIN008,GIN008002,GIN00800209,8.4965,9.98707,POSTE DE SANTE DE OWET KAMA
GIN008,GIN008002,GIN00800209,8.47337,10.01693,POSTE DE SANTE
GIN008,GIN008002,GIN00800208,8.44309,10.49661,Poste de Santé Bendou-Ouendé
GIN008,GIN008002,GIN00800208,8.49448,10.4455,poste de sante de denguedou
GIN008,GIN008002,GIN00800208,8.35417,10.58639,poste de sante Koundoutoh
GIN008,GIN008002,GIN00800208,8.33732,10.54318,Poste de sante
GIN008,GIN008002,GIN00800208,8.48257,10.4081,Poste de Santé Ouret Djiba
GIN008,GIN008002,GIN00800208,8.39657,10.5144,Woundedou
GIN008,GIN008002,GIN00800207,8.58126,10.32909,Poste de Santé
GIN008,GIN008002,GIN00800207,8.50391,10.30306,Poste de Santé Tomandou
GIN008,GIN008002,GIN00800207,8.50391,10.30306,Poste de Santé Yaradou Douba
GIN008,GIN008002,GIN00800207,8.60006,10.30639,Poste de Santé de Kolignido
GIN008,GIN008002,GIN00800206,8.57314,10.41041,poste de sante de Balladou pabal
GIN008,GIN008002,GIN00800206,8.7302,10.34716,poste de sante Dandou
GIN008,GIN008002,GIN00800206,8.65735,10.35994,Poste de Sante de Bengo
GIN008,GIN008002,GIN00800206,8.76658,10.4492,Poste de sante Sanguedou
GIN008,GIN008002,GIN00800206,8.55444,10.45358,Poste de sante Tangolo
GIN008,GIN008002,GIN00800206,8.55444,10.45358,Poste de Sante Kongola
GIN008,GIN008002,GIN00800205,8.99298,10.32703,poste de sante
GIN008,GIN008002,GIN00800205,8.91796,10.40752,poste de santé oulako
GIN008,GIN008002,GIN00800205,8.94792,10.46745,poste de santé de yomadou
GIN008,GIN008002,GIN00800205,8.8995,10.47171,POSTE DE SANTE DE TOUMANDOU
GIN008,GIN008002,GIN00800204,8.76589,10.12719,Poste de sante de Nyaedou
GIN008,GIN008002,GIN00800204,8.76403,9.92134,Poste de sante de Bonkoson
GIN008,GIN008002,GIN00800204,8.66715,10.07661,Poste de sante Dendou Bendou
GIN008,GIN008002,GIN00800204,8.79752,10.05937,Poste de Santé Guelo
GIN008,GIN008002,GIN00800204,8.65424,10.1052,Poste de Santé de Wassaya
GIN008,GIN008002,GIN00800203,8.6032,10.12454,Poste de santé
GIN008,GIN008002,GIN00800202,8.43929,10.61811,POSTE DE SANTE BASSEDOU
GIN008,GIN008002,GIN00800202,8.53986,10.50982,POSTE DE KIESSENEYE
GIN008,GIN008002,GIN00800202,8.36649,10.64832,POSTE DE SANTE DE KOLOMBA
GIN008,GIN008002,GIN00800202,8.58035,10.53907,POSTE DE SOWADOU
GIN008,GIN008002,GIN00800201,8.78573,10.32504,POSTE SANTE
GIN008,GIN008002,GIN00800201,8.91563,10.25329,POSTE DE SANTE DE KOLEADOU
GIN008,GIN008002,GIN00800201,8.84257,10.25536,POSTE DE SNATE KONGOMA
GIN008,GIN008002,GIN00800201,8.86242,10.19327,POSTE DE SANTE SOUMTOU
GIN008,GIN008003,GIN00800309,7.85334,8.16894,Sp Bouzouta
GIN008,GIN008003,GIN00800309,7.77818,8.16437,Ps Gbecke
GIN008,GIN008003,GIN00800308,7.73939,8.28634,Ps Gaah
GIN008,GIN008003,GIN00800308,7.72489,8.40585,Ps Gbakore
GIN008,GIN008003,GIN00800307,7.84602,8,PS de gamayale
GIN008,GIN008003,GIN00800307,7.79329,8.39216,ps de nzon
GIN008,GIN008003,GIN00800307,7.76485,8.59605,PS DE BOLEMOU
GIN008,GIN008003,GIN00800307,7.7936,8.4729,PS GBECKE
GIN008,GIN008003,GIN00800307,7.85448,8.42878,PS ZOUGUETA CENTRE
GIN008,GIN008003,GIN00800307,7.75703,8.4756,PS WEYAKORE
GIN008,GIN008003,GIN00800307,7.83459,8.58833,PS GOMA KONIKONI
GIN008,GIN008003,GIN00800307,7.77011,8.5054,PS GOGOTA I
GIN008,GIN008003,GIN00800306,7.95042,8.51109,PS DIDITA
GIN008,GIN008003,GIN00800306,7.9997,8.5645,PS KOLOTA
GIN008,GIN008003,GIN00800305,7.90551,8.419,PS DE KANI
GIN008,GIN008003,GIN00800305,7.89589,8.48159,PS DIAWASSOU  NON FONCTIONNEL
GIN008,GIN008003,GIN00800305,7.92745,8.55808,POSTE DE SANTE DE LEAPELETA
GIN008,GIN008003,GIN00800305,7.89964,8.56594,PS YENETA
GIN008,GIN008003,GIN00800304,8.02983,8.1846,Ps Gonota
GIN008,GIN008003,GIN00800304,8.00093,8.34257,Ps de Zessou
GIN008,GIN008003,GIN00800304,8.00093,8.34257,Ps de Gbeleoumon
GIN008,GIN008003,GIN00800304,8.00093,8.34257,Ps Dangbessou
GIN008,GIN008003,GIN00800303,7.89557,8.27388,PS DE GUETEMATA
GIN008,GIN008003,GIN00800303,7.93192,8.14281,PS PINE
GIN008,GIN008003,GIN00800303,7.80314,8.29075,PS FANGHAN CENTRE
GIN008,GIN008003,GIN00800302,8.17793,8.52203,Poste de sante de Mananko
GIN008,GIN008003,GIN00800302,8.32385,8.26685,Ps de Morigbedou
GIN008,GIN008003,GIN00800302,8.2906,8.37924,Ps Vamorodou
GIN008,GIN008003,GIN00800301,7.69794,8.548,POSTE DE SANTE DE GBENEMOU
GIN008,GIN008004,GIN00800415,8.80363,9.8611,Poste de santé de Goyala
GIN008,GIN008004,GIN00800415,8.79233,9.71099,Poste de santé de Sogolou
GIN008,GIN008004,GIN00800415,8.72213,9.82994,Poste de santé
GIN008,GIN008004,GIN00800414,8.73523,9.33448,poste de sante de kabakoro
GIN008,GIN008004,GIN00800414,8.64465,9.27952,poste de santé de koulodou
GIN008,GIN008004,GIN00800413,8.48323,9.24071,POSTE DE SANTE
GIN008,GIN008004,GIN00800413,8.19038,9.21972,POSTE DE SANTE
GIN008,GIN008004,GIN00800413,8.37248,9.17462,POSTE DE SANTE
GIN008,GIN008004,GIN00800413,8.27423,9.17334,POSTE DE SANTE
GIN008,GIN008004,GIN00800413,8.26667,9.09343,POSTE DE SANTE DE KOIMATONGOLO
GIN008,GIN008004,GIN00800412,8.56972,9.39415,POSTE DE SANTE
GIN008,GIN008004,GIN00800412,8.60924,9.38099,POSTE DE SANTE
GIN008,GIN008004,GIN00800412,8.52269,9.31765,POSTE DE SANTE DE SANGLOMAI
GIN008,GIN008004,GIN00800412,8.51389,9.40036,poste de santé
GIN008,GIN008004,GIN00800411,8.57927,9.84239,Poste de santé
GIN008,GIN008004,GIN00800411,8.54466,9.8552,Poste de santé de Guilaotazou
GIN008,GIN008004,GIN00800411,8.51453,9.85928,Poste de santé de Taoulela
GIN008,GIN008004,GIN00800411,8.73147,9.90355,Poste de santé de Ziaovassama
GIN008,GIN008004,GIN00800410,8.4205,9.39908,Poste de santé de diomai
GIN008,GIN008004,GIN00800410,8.4902,9.37005,Poste de santé de Kassanka
GIN008,GIN008004,GIN00800410,8.28765,9.45955,Poste de santé de Sedimai
GIN008,GIN008004,GIN00800410,8.39468,9.355,poste de santé de Zoboroma
GIN008,GIN008004,GIN00800409,8.13328,9.02451,Poste de sante de Bayamah
GIN008,GIN008004,GIN00800409,7.97143,9.17947,Poste de santé de Doumou
GIN008,GIN008004,GIN00800409,8.0835,9.09255,Poste de santé de Oyafero
GIN008,GIN008004,GIN00800409,8.04023,9.08266,Poste de santé de Silissou
GIN008,GIN008004,GIN00800408,8.44296,9.49526,Poste de santé de Bokoni
GIN008,GIN008004,GIN00800408,8.48861,9.45439,Poste de sante de Bongomadou
GIN008,GIN008004,GIN00800407,7.93501,9.34573,Poste de santé de Brébezou
GIN008,GIN008004,GIN00800407,7.77957,9.33203,Poste de santé de Gozoguizia
GIN008,GIN008004,GIN00800407,7.85806,9.28347,Poste de santé de Loo
GIN008,GIN008004,GIN00800407,7.95013,9.2697,Poste de santé de N'zappa II
GIN008,GIN008004,GIN00800407,7.87103,9.24023,Poste de santé de Zatioula
GIN008,GIN008004,GIN00800406,8.56404,9.04025,POSTE DE SANTE
GIN008,GIN008004,GIN00800406,8.39566,8.96807,POSTE DE SANTE DE DANDANO II
GIN008,GIN008004,GIN00800406,8.30903,9.03393,POSTE DE SANTE DE GOBOELA
GIN008,GIN008004,GIN00800406,8.44506,9.13618,POSTE DE SANTE DE KOUANKAN II
GIN008,GIN008004,GIN00800405,8.05039,9.30801,POSTE DE SANTE DE NOBOROTONO
GIN008,GIN008004,GIN00800405,8.04332,9.25079,POSTE DE SANTE DE TILIBAYE
GIN008,GIN008004,GIN00800405,8.09645,9.40482,POSTE DE SANTE DE YEZOU
GIN008,GIN008004,GIN00800405,7.99827,9.35573,POSTE DE SANTE DE ZINGOROZOU
GIN008,GIN008004,GIN00800404,8.45589,9.58698,Poste de Santé
GIN008,GIN008004,GIN00800404,8.49837,9.64085,Poste de santé de Badiaro
GIN008,GIN008004,GIN00800404,8.48056,9.54824,Poste de santé
GIN008,GIN008004,GIN00800404,8.53923,9.60335,Poste de santé de Kovélédou
GIN008,GIN008004,GIN00800404,8.50452,9.69554,Poste de santé
